,silenced,tick,user_approximate_spotted_by,user_name,user_pitch,user_steamid,user_yaw,weapon
118,False,9851,[],frozen,-10.251953,76561198068422762,12.615738,weapon_tec9
119,False,9853,[76561198068422762],magixx,11.853912,76561199063238565,-169.66873,weapon_mp9
120,False,9857,[76561198068422762],magixx,11.853912,76561199063238565,-169.9925,weapon_mp9
121,False,9860,[76561199063238565],frozen,-9.679993,76561198068422762,9.007416,weapon_tec9
122,False,9861,[],chopper,13.367279,76561198045898864,-116.70639,weapon_incgrenade
123,False,9862,[76561198068422762],magixx,12.030365,76561199063238565,-170.904,weapon_mp9
124,False,9866,[76561198068422762],magixx,12.295074,76561199063238565,-171.81587,weapon_mp9
125,False,9871,[76561198068422762],magixx,12.530243,76561199063238565,-172.08092,weapon_mp9
126,False,9875,[76561198068422762],magixx,13.5598755,76561199063238565,-172.02187,weapon_mp9
127,False,9880,[76561198068422762],magixx,15.942535,76561199063238565,-173.43361,weapon_mp9
128,False,9907,[],magixx,11.324493,76561199063238565,-167.63934,weapon_mp9
129,False,9912,[],magixx,11.912613,76561199063238565,-169.81601,weapon_mp9
130,False,9915,[],ropz,-9.384735,76561197991272318,8.590622,weapon_tec9
131,False,9924,[],ropz,-9.228851,76561197991272318,9.018738,weapon_tec9
132,False,9930,[],rain,-10.414703,76561197997351207,9.837219,weapon_tec9
133,False,9932,[],ropz,-8.722458,76561197991272318,9.447205,weapon_tec9
134,False,9940,[],rain,-9.58316,76561197997351207,11.025467,weapon_tec9
135,False,9941,[],ropz,-8.995056,76561197991272318,11.783524,weapon_tec9
136,False,9947,[],zont1x,2.3562317,76561198995880877,-71.64734,weapon_smokegrenade
137,False,9948,[],rain,-7.9990845,76561197997351207,12.569733,weapon_tec9
138,False,9955,[],rain,-6.5341187,76561197997351207,14.470367,weapon_tec9
139,False,9963,[],rain,-5.425186,76561197997351207,14.787262,weapon_tec9
140,False,9971,[],rain,-4.633148,76561197997351207,16.410828,weapon_tec9
141,False,9981,[],ropz,-9.384735,76561197991272318,9.836548,weapon_tec9
142,False,9981,[],rain,-7.405121,76561197997351207,29.874908,weapon_tec9
143,False,9989,[],ropz,-8.44986,76561197991272318,9.09668,weapon_tec9
144,False,9990,[],rain,-6.771698,76561197997351207,32.64691,weapon_tec9
145,False,9997,[],ropz,-7.203949,76561197991272318,6.1372375,weapon_tec9
146,False,9999,[],rain,-5.6627655,76561197997351207,35.815094,weapon_tec9
147,False,10005,[],ropz,-7.165146,76561197991272318,3.4503937,weapon_tec9
148,False,10008,[],rain,-4.276764,76561197997351207,38.70587,weapon_tec9
149,False,10016,[],rain,-4.356079,76561197997351207,39.18103,weapon_tec9
150,False,10024,[],rain,-4.5541687,76561197997351207,42.784546,weapon_tec9
151,False,10026,[],broky,-4.7234344,76561198201620490,40.359314,weapon_p250
152,False,10032,[],zont1x,25.132599,76561198995880877,-40.601013,weapon_incgrenade
153,False,10668,[],chopper,-0.2770691,76561198045898864,13.248138,weapon_flashbang
154,False,11604,[],donk,6.2426453,76561198386265483,-60.8519,weapon_smokegrenade
155,False,11621,[],broky,0.62690735,76561198201620490,80.63037,weapon_smokegrenade
156,False,11768,[],broky,-0.6687927,76561198201620490,85.64633,weapon_flashbang
157,False,11822,[],SH1R0,-2.6312256,76561198081484775,-92.13993,weapon_hegrenade
158,False,11848,[],rain,-23.601715,76561197997351207,121.78412,weapon_flashbang
159,False,11855,[],karrigan,-2.8509521,76561197989430253,75.65048,weapon_tec9
160,False,11869,[],broky,-0.7106781,76561198201620490,85.64633,weapon_flashbang
161,False,11877,[],ropz,-25.038528,76561197991272318,134.13312,weapon_flashbang
162,False,11899,[],donk,1.0450745,76561198386265483,-132.4347,weapon_knife_butterfly
163,False,11926,[],donk,4.345093,76561198386265483,-131.38995,weapon_knife_butterfly
164,False,11976,[],donk,7.947571,76561198386265483,-179.92688,weapon_knife_butterfly
165,False,12008,[],SH1R0,0.34332275,76561198081484775,-46.792145,weapon_mp9
166,False,12010,[],ropz,-26.51825,76561197991272318,150.37125,weapon_flashbang
167,False,12013,[],SH1R0,2.6312256,76561198081484775,-40.20276,weapon_mp9
168,False,12017,[],SH1R0,2.2192383,76561198081484775,-42.810974,weapon_mp9
169,False,12022,[],SH1R0,2.8828735,76561198081484775,-44.66423,weapon_mp9
170,False,12022,[],karrigan,-0.9503174,76561197989430253,147.92026,weapon_tec9
171,False,12026,[],SH1R0,3.043213,76561198081484775,-48.988724,weapon_mp9
172,False,12030,[],karrigan,-1.861145,76561197989430253,124.71472,weapon_tec9
173,False,12031,[],SH1R0,4.2098236,76561198081484775,-48.988724,weapon_mp9
174,False,12035,[],SH1R0,6.0404205,76561198081484775,-46.72348,weapon_mp9
175,False,12040,[],SH1R0,8.053665,76561198081484775,-43.47461,weapon_mp9
176,False,12044,[],SH1R0,9.655273,76561198081484775,-41.117706,weapon_mp9
177,False,12049,[],SH1R0,11.920502,76561198081484775,-39.859436,weapon_mp9
178,False,12053,[],SH1R0,12.401154,76561198081484775,-42.46765,weapon_mp9
179,False,12121,[],rain,1.2672119,76561197997351207,47.336304,weapon_tec9
180,False,12132,[],SH1R0,-0.6863098,76561198081484775,-137.14542,weapon_mp9
181,False,12136,[],SH1R0,0.4346466,76561198081484775,-136.43613,weapon_mp9
182,False,12139,[],rain,1.1878967,76561197997351207,48.009567,weapon_tec9
183,False,12148,[],rain,1.4254761,76561197997351207,47.098724,weapon_tec9
184,False,12156,[],rain,0.07896423,76561197997351207,40.44583,weapon_tec9
185,False,12196,[76561197991272318],zont1x,1.6400452,76561198995880877,-145.61313,weapon_mp9
186,False,12201,[76561197991272318],zont1x,0.0,76561198995880877,-151.45752,weapon_mp9
187,False,12205,[76561197991272318],zont1x,-0.5774689,76561198995880877,-152.58945,weapon_mp9
188,False,12208,[],ropz,2.1804504,76561197991272318,28.566864,weapon_tec9
189,False,12210,[76561197991272318],zont1x,0.8315277,76561198995880877,-151.1571,weapon_mp9
190,False,12211,[],broky,0.2506256,76561198201620490,28.00415,weapon_p250
191,False,12214,[76561197991272318],zont1x,2.9566956,76561198995880877,-149.70177,weapon_mp9
192,False,12216,[],ropz,2.8035736,76561197991272318,27.2818,weapon_tec9
193,False,12219,[76561197991272318],zont1x,4.4120483,76561198995880877,-150.53363,weapon_mp9
194,False,12223,[76561197991272318],zont1x,6.0290833,76561198995880877,-152.47409,weapon_mp9
195,False,12227,[76561197991272318],zont1x,7.46109,76561198995880877,-155.36145,weapon_mp9
196,False,12232,[],zont1x,8.662384,76561198995880877,-157.94873,weapon_mp9
197,False,12236,[],zont1x,8.847076,76561198995880877,-158.64189,weapon_mp9
198,False,12241,[],zont1x,10.140717,76561198995880877,-159.54277,weapon_mp9
199,False,12241,[],broky,-0.79444885,76561198201620490,29.29985,weapon_p250
200,False,12245,[],zont1x,10.348785,76561198995880877,-154.3222,weapon_mp9
201,False,12264,[],broky,-1.588562,76561198201620490,34.52487,weapon_p250
202,False,12265,[],zont1x,4.2503357,76561198995880877,-146.44467,weapon_mp9
203,False,12270,[],zont1x,4.7584534,76561198995880877,-145.01266,weapon_mp9
204,False,12274,[],zont1x,5.9827423,76561198995880877,-143.76503,weapon_mp9
205,False,12276,[],rain,8.157349,76561197997351207,38.386566,weapon_smokegrenade
206,False,12279,[],zont1x,7.2300415,76561198995880877,-143.95007,weapon_mp9
207,False,12280,[],broky,-1.5466614,76561198201620490,32.978546,weapon_p250
208,False,12283,[],zont1x,8.593018,76561198995880877,-144.01909,weapon_mp9
209,False,12288,[],zont1x,10.210083,76561198995880877,-145.56714,weapon_mp9
210,False,12292,[],zont1x,11.226318,76561198995880877,-146.81442,weapon_mp9
211,False,12292,[],broky,-1.7138672,76561198201620490,34.35768,weapon_p250
212,False,12297,[],zont1x,12.058182,76561198995880877,-149.42471,weapon_mp9
213,False,12301,[],zont1x,12.242889,76561198995880877,-151.59622,weapon_mp9
214,False,12303,[],donk,9.679993,76561198386265483,89.13037,weapon_knife_butterfly
215,False,12303,[],broky,-0.62690735,76561198201620490,34.06517,weapon_p250
216,False,12305,[],zont1x,12.150543,76561198995880877,-151.11111,weapon_mp9
217,False,12310,[],zont1x,12.427597,76561198995880877,-149.77112,weapon_mp9
218,False,12313,[],broky,0.54348755,76561198201620490,32.435074,weapon_p250
219,False,12314,[],zont1x,12.219879,76561198995880877,-148.70853,weapon_mp9
220,False,12319,[],zont1x,12.104187,76561198995880877,-149.03195,weapon_mp9
221,False,12323,[],zont1x,12.058182,76561198995880877,-148.82423,weapon_mp9
222,False,12328,[],zont1x,12.242889,76561198995880877,-147.94635,weapon_mp9
223,False,12335,[],donk,10.257446,76561198386265483,88.25043,weapon_knife_butterfly
224,False,12382,[],rain,-0.03982544,76561197997351207,-9.766846,weapon_tec9
225,True,12406,[],zont1x,0.25405884,76561198995880877,172.55298,weapon_usp_silencer
226,False,12486,[],rain,-2.4554443,76561197997351207,-9.410477,weapon_tec9
227,False,12489,[],chopper,4.897156,76561198045898864,171.2439,weapon_elite
228,False,12496,[76561198045898864],rain,-3.8414307,76561197997351207,-11.430237,weapon_tec9
229,True,12555,[],zont1x,0.09234619,76561198995880877,-149.9541,weapon_usp_silencer
230,False,12561,[76561198995880877],rain,0.35636902,76561197997351207,29.793549,weapon_tec9
231,True,12568,[76561197997351207],zont1x,0.32341003,76561198995880877,-153.39592,weapon_usp_silencer
232,False,12570,[76561198995880877],rain,0.59394836,76561197997351207,28.684616,weapon_tec9
233,True,12575,[],donk,1.2651367,76561198386265483,-162.21692,weapon_m4a1_silencer
234,False,12579,[76561198995880877],rain,1.4254761,76561197997351207,32.84259,weapon_tec9
235,True,12581,[],donk,1.4848633,76561198386265483,-161.22711,weapon_m4a1_silencer
236,True,12581,[76561197997351207],zont1x,1.7784119,76561198995880877,-149.53835,weapon_usp_silencer
237,True,12588,[],donk,1.9250183,76561198386265483,-160.2373,weapon_m4a1_silencer
238,False,12613,[],rain,0.23757935,76561197997351207,29.476654,weapon_tec9
239,True,12618,[],zont1x,2.0328064,76561198995880877,-148.33707,weapon_usp_silencer
240,True,12627,[76561197997351207],donk,1.2098694,76561198386265483,-152.45522,weapon_m4a1_silencer
241,False,12627,"[76561198386265483, 76561198995880877]",rain,-1.5446167,76561197997351207,27.971878,weapon_tec9
242,True,12633,[76561197997351207],donk,2.1176147,76561198386265483,-153.03268,weapon_m4a1_silencer
243,False,12635,"[76561198386265483, 76561198995880877]",rain,0.11878967,76561197997351207,28.803406,weapon_tec9
244,True,12640,[76561197997351207],donk,2.090149,76561198386265483,-154.51755,weapon_m4a1_silencer
245,False,12643,"[76561198386265483, 76561198995880877]",rain,3.6430054,76561197997351207,26.229523,weapon_tec9
246,True,12646,[76561197997351207],donk,2.8598785,76561198386265483,-156.6077,weapon_m4a1_silencer
247,False,12651,"[76561198386265483, 76561198995880877]",rain,4.3162537,76561197997351207,27.33844,weapon_tec9
248,True,12652,[76561197997351207],donk,4.290161,76561198386265483,-156.66263,weapon_m4a1_silencer
249,True,12659,[],donk,6.297577,76561198386265483,-155.67284,weapon_m4a1_silencer
250,True,12665,[],donk,6.820099,76561198386265483,-155.59009,weapon_m4a1_silencer
251,True,12672,[],donk,9.212372,76561198386265483,-155.3151,weapon_m4a1_silencer
252,False,14385,[],chopper,-16.693726,76561198045898864,-50.765762,weapon_smokegrenade
253,False,14420,[],SH1R0,13.979767,76561198081484775,-115.89855,weapon_knife_butterfly
254,False,14462,[],chopper,32.093475,76561198045898864,4.5510864,weapon_knife_stiletto
255,False,14485,[],zont1x,7.8538513,76561198995880877,-157.30705,weapon_knife_karambit
256,False,14504,[],SH1R0,6.246414,76561198081484775,-61.48979,weapon_knife_butterfly
257,False,14536,[],donk,-13.777542,76561198386265483,-83.57197,weapon_smokegrenade
258,False,14632,[],zont1x,6.883621,76561198995880877,-26.538162,weapon_knife_karambit
259,False,14661,[],frozen,5.1481323,76561198068422762,-172.4397,weapon_knife_karambit
260,False,14662,[],donk,1.4848633,76561198386265483,-87.31178,weapon_incgrenade
261,False,14684,[],chopper,88.87665,76561198045898864,-102.17079,weapon_knife_stiletto
262,False,14738,[],magixx,-27.413635,76561199063238565,-55.017128,weapon_incgrenade
263,False,14742,[],donk,0.90740967,76561198386265483,-93.55408,weapon_knife_butterfly
264,False,14838,[],SH1R0,6.6580505,76561198081484775,-64.83032,weapon_hegrenade
265,False,14944,[],zont1x,8.616364,76561198995880877,-58.624077,weapon_hegrenade
266,False,15045,[],chopper,0.81985474,76561198045898864,-91.668205,weapon_famas
267,False,15056,[],chopper,0.88131714,76561198045898864,-91.699104,weapon_famas
268,False,15057,[],donk,13.172607,76561198386265483,132.41306,weapon_knife_butterfly
269,False,15061,[],SH1R0,-3.0658722,76561198081484775,-116.60786,weapon_knife_butterfly
270,False,15067,[],chopper,1.0045624,76561198045898864,-91.91471,weapon_famas
271,False,15077,[],chopper,1.0969238,76561198045898864,-92.09942,weapon_famas
272,False,15088,[],chopper,1.0969238,76561198045898864,-92.09942,weapon_famas
273,False,15098,[],chopper,1.2201691,76561198045898864,-92.345924,weapon_famas
274,False,15109,[],chopper,1.3434143,76561198045898864,-92.16122,weapon_famas
275,False,15119,[],chopper,1.4666748,76561198045898864,-92.315025,weapon_famas
276,False,15130,[],chopper,1.4666748,76561198045898864,-92.684784,weapon_famas
277,False,15140,[],chopper,1.4666748,76561198045898864,-93.116,weapon_famas
278,False,15152,[],chopper,1.5281372,76561198045898864,-92.992744,weapon_famas
279,False,15161,[],chopper,1.6204834,76561198045898864,-92.74624,weapon_famas
280,False,15172,[],chopper,1.6204834,76561198045898864,-92.59243,weapon_famas
281,False,15182,[],chopper,1.6204834,76561198045898864,-92.71568,weapon_famas
282,False,15193,[],chopper,1.5895844,76561198045898864,-92.992744,weapon_famas
283,False,15204,[],chopper,1.5281372,76561198045898864,-93.36216,weapon_famas
284,False,15214,[],chopper,1.5281372,76561198045898864,-93.36216,weapon_famas
285,False,15219,[],chopper,1.9902344,76561198045898864,-93.20835,weapon_famas
286,False,15225,[],chopper,2.9141235,76561198045898864,-93.02364,weapon_famas
287,False,15231,[],chopper,3.961258,76561198045898864,-93.23925,weapon_famas
288,False,15276,[],donk,10.037384,76561198386265483,102.4379,weapon_knife_butterfly
289,False,15813,[],donk,5.4725647,76561198386265483,-69.54483,weapon_knife_butterfly
290,False,15986,[],zont1x,1.7554016,76561198995880877,-71.537476,weapon_smokegrenade
291,False,16514,[],donk,1.5401459,76561198386265483,-67.50996,weapon_flashbang
292,False,16858,[],donk,1.3200684,76561198386265483,-63.35781,weapon_hegrenade
293,False,17115,[],zont1x,2.1021729,76561198995880877,-72.30034,weapon_smokegrenade
294,False,17864,[],karrigan,-17.780334,76561197989430253,80.32483,weapon_smokegrenade
295,False,17987,[],broky,-5.8519287,76561198201620490,137.7919,weapon_ak47
296,True,17993,[],donk,4.895096,76561198386265483,-59.757042,weapon_m4a1_silencer
297,False,17993,"[76561198081484775, 76561198386265483]",broky,-4.890625,76561198201620490,136.20334,weapon_ak47
298,False,17999,"[76561198081484775, 76561198386265483]",broky,-4.0127563,76561198201620490,134.90765,weapon_ak47
299,True,18000,[],donk,5.2525024,76561198386265483,-59.949303,weapon_m4a1_silencer
300,False,18003,[76561198201620490],SH1R0,7.275696,76561198081484775,-49.92978,weapon_mp9
301,False,18004,[],chopper,-16.705399,76561198045898864,-50.76886,weapon_smokegrenade
302,True,18006,[],donk,5.5000305,76561198386265483,-59.591904,weapon_m4a1_silencer
303,False,18008,[76561198201620490],SH1R0,8.511322,76561198081484775,-49.700775,weapon_mp9
304,False,18012,[76561198201620490],SH1R0,9.014618,76561198081484775,-50.318756,weapon_mp9
305,True,18013,[],donk,6.4898376,76561198386265483,-58.82183,weapon_m4a1_silencer
306,False,18017,[76561198201620490],SH1R0,9.861267,76561198081484775,-50.06711,weapon_mp9
307,True,18019,[],donk,6.517639,76561198386265483,-60.939445,weapon_m4a1_silencer
308,False,18021,[76561198201620490],SH1R0,9.929932,76561198081484775,-50.478745,weapon_mp9
309,False,18099,[],chopper,3.0682678,76561198045898864,-117.0504,weapon_incgrenade
310,True,18105,[],donk,3.7950897,76561198386265483,-83.9843,weapon_m4a1_silencer
311,False,18108,[],karrigan,-31.40271,76561197989430253,58.980103,weapon_flashbang
312,True,18112,[],donk,3.740158,76561198386265483,-84.2593,weapon_m4a1_silencer
313,False,18113,[],rain,-2.3363037,76561197997351207,89.27078,weapon_tec9
314,True,18118,[],donk,4.345093,76561198386265483,-86.43185,weapon_m4a1_silencer
315,True,18125,[76561197997351207],donk,5.2250366,76561198386265483,-87.50439,weapon_m4a1_silencer
316,False,18126,"[76561198045898864, 76561198386265483]",rain,-2.3363037,76561197997351207,92.39914,weapon_tec9
317,True,18131,[76561197997351207],donk,6.2426453,76561198386265483,-88.63186,weapon_m4a1_silencer
318,True,18137,[76561197997351207],donk,8.359909,76561198386265483,-87.94418,weapon_m4a1_silencer
319,False,18139,"[76561198045898864, 76561198386265483]",rain,-2.494934,76561197997351207,93.30997,weapon_tec9
320,False,18144,[],frozen,-4.5318604,76561198068422762,115.15079,weapon_ak47
321,True,18144,[76561197997351207],donk,9.625061,76561198386265483,-87.28432,weapon_m4a1_silencer
322,False,18150,[],frozen,-4.4439697,76561198068422762,115.54663,weapon_ak47
323,True,18150,[76561197997351207],donk,9.954987,76561198386265483,-87.25685,weapon_m4a1_silencer
324,False,18157,[],frozen,-3.3000183,76561198068422762,115.72278,weapon_ak47
325,True,18157,[76561198068422762],donk,10.339844,76561198386265483,-86.67938,weapon_m4a1_silencer
326,False,18163,[],frozen,-1.3640137,76561198068422762,115.72278,weapon_ak47
